Class,Symbol,Company Name,Industry,Close,Dividend Yeild,DPR,"Money Trail 
(dividend)","Price Trail
(1 year price)",DPR filter,At least 3 supports,Easy Filter,S&P500 league,Strike below,News,Chart,previous s2,previous s1,previous low,s2,s1,low
contender,GGG,Graco Inc.,Capital Goods,51.48,1.24%,26.90%,Risky,Risky,TRUE,TRUE,FALSE,FALSE,49.71,https://seekingalpha.com/symbol/GGG?s=GGG,https://stockcharts.com/h-sc/ui?s=GGG,40.91,43.94,46.86,45.9,47.71,49.71
contender,GIS,"General Mills, Inc.",Consumer Non-Durables,51.09,3.84%,76.86%,Risky,Risky,FALSE,TRUE,FALSE,TRUE,50.02,https://seekingalpha.com/symbol/GIS?s=GIS,https://stockcharts.com/h-sc/ui?s=GIS,41.23,44.18,46.19,44.2,47.97,50.02
contender,HAS,"Hasbro, Inc.",Consumer Non-Durables,102.59,2.65%,141.38%,Risky,Risky,FALSE,TRUE,FALSE,TRUE,84.61,https://seekingalpha.com/symbol/HAS?s=HAS,https://stockcharts.com/h-sc/ui?s=HAS,76.68,80.79,82.87,78.81,81.91,84.61
contender,HCSG,"Healthcare Services Group, Inc.",Health Care,33.7,2.34%,68.97%,Moderate,Moderate,FALSE,TRUE,FALSE,FALSE,32.75,https://seekingalpha.com/symbol/HCSG?s=HCSG,https://stockcharts.com/h-sc/ui?s=HCSG,32.64,35.41,29.75,24.96,28.97,32.75
contender,HD,"Home Depot, Inc. (The)",Consumer Services,203.61,2.67%,42.34%,Safe,Risky,TRUE,TRUE,FALSE,TRUE,192.85,https://seekingalpha.com/symbol/HD?s=HD,https://stockcharts.com/h-sc/ui?s=HD,176.03,180.59,179.52,175.2,183.54,192.85
contender,HDB,HDFC Bank Limited,Finance,115.19,0.48%,16.48%,Risky,Risky,TRUE,TRUE,FALSE,FALSE,111.8,https://seekingalpha.com/symbol/HDB?s=HDB,https://stockcharts.com/h-sc/ui?s=HDB,96.01,98.57,99.55,94.1,105,111.8
contender,HEI,Heico Corporation,Capital Goods,104.82,0.13%,6.50%,Risky,Risky,TRUE,TRUE,FALSE,FALSE,97.05,https://seekingalpha.com/symbol/HEI?s=HEI,https://stockcharts.com/h-sc/ui?s=HEI,79.94,86.83,89.26,87.3,91.09,97.05
contender,HEP,"Holly Energy Partners, L.P.",Energy,27.2,9.82%,154.71%,Safe,Safe,FALSE,TRUE,FALSE,FALSE,27.13,https://seekingalpha.com/symbol/HEP?s=HEP,https://stockcharts.com/h-sc/ui?s=HEP,27.13,28.15,26.98,25.18,26.08,26.74
contender,HI,Hillenbrand Inc,Consumer Durables,42.77,1.96%,60.77%,Risky,Moderate,FALSE,TRUE,FALSE,FALSE,42.31,https://seekingalpha.com/symbol/HI?s=HI,https://stockcharts.com/h-sc/ui?s=HI,40.32,42.31,40.31,37.86,39.7,41.43
contender,HIFS,Hingham Institution for Savings,0,183,0.83%,10.22%,Risky,Moderate,TRUE,TRUE,FALSE,FALSE,172.93,https://seekingalpha.com/symbol/HIFS?s=HIFS,https://stockcharts.com/h-sc/ui?s=HIFS,172.93,184.37,165,146.2,159.11,163
contender,HMN,Horace Mann Educators Corporation,Finance,38.15,3.01%,259.09%,Moderate,Moderate,FALSE,TRUE,FALSE,FALSE,36.67,https://seekingalpha.com/symbol/HMN?s=HMN,https://stockcharts.com/h-sc/ui?s=HMN,34.16,36.67,34.38,30.91,33.06,35.04
contender,HRS,Harris Corporation,Capital Goods,166.45,1.65%,35.06%,Risky,Risky,TRUE,TRUE,FALSE,TRUE,159.29,https://seekingalpha.com/symbol/HRS?s=HRS,https://stockcharts.com/h-sc/ui?s=HRS,147.05,155.99,156.9,151.36,155.53,159.29
contender,HUBB,Hubbell Inc,Capital Goods,123.27,2.73%,48.17%,Safe,Risky,TRUE,TRUE,FALSE,FALSE,118.06,https://seekingalpha.com/symbol/HUBB?s=HUBB,https://stockcharts.com/h-sc/ui?s=HUBB,102.44,110.25,114.2,108.9,113.44,118.06
contender,HWKN,"Hawkins, Inc.",Consumer Durables,37.72,2.44%,NA,Risky,Risky,FALSE,TRUE,FALSE,FALSE,37.53,https://seekingalpha.com/symbol/HWKN?s=HWKN,https://stockcharts.com/h-sc/ui?s=HWKN,33.85,37.53,36.22,32.37,34.6,37
contender,IBM,International Business Machines Corporation,Technology,139.44,4.50%,65.30%,Risky,Risky,FALSE,TRUE,FALSE,TRUE,136.26,https://seekingalpha.com/symbol/IBM?s=IBM,https://stockcharts.com/h-sc/ui?s=IBM,128.54,133.34,133.58,130.39,135.75,136.26
contender,IBOC,International Bancshares Corporation,Finance,41.36,2.42%,23.15%,Risky,Risky,TRUE,TRUE,FALSE,FALSE,38.3,https://seekingalpha.com/symbol/IBOC?s=IBOC,https://stockcharts.com/h-sc/ui?s=IBOC,33.67,37.25,36.73,34.04,36.04,38.3
contender,IFF,"International Flavors & Fragrances, Inc.",Basic Industries,137.57,2.12%,74.93%,Safe,Risky,FALSE,TRUE,FALSE,TRUE,129.17,https://seekingalpha.com/symbol/IFF?s=IFF,https://stockcharts.com/h-sc/ui?s=IFF,111.75,119.62,121.85,118.7,123.74,129.17
contender,IPAR,"Inter Parfums, Inc.",Consumer Non-Durables,71.27,1.54%,52.92%,Risky,Risky,TRUE,TRUE,FALSE,FALSE,70.89,https://seekingalpha.com/symbol/IPAR?s=IPAR,https://stockcharts.com/h-sc/ui?s=IPAR,61.29,67.53,74.1,70.1,72.98,70.89
contender,ISCA,International Speedway Corporation,Consumer Services,44.19,1.06%,9.20%,Risky,Risky,TRUE,TRUE,FALSE,FALSE,42.35,https://seekingalpha.com/symbol/ISCA?s=ISCA,https://stockcharts.com/h-sc/ui?s=ISCA,41.34,42.29,42.2,41.06,42.35,41.23
contender,JBHT,"J.B. Hunt Transport Services, Inc.",Transportation,98.32,1.06%,21.67%,Moderate,Moderate,TRUE,TRUE,FALSE,TRUE,96.4,https://seekingalpha.com/symbol/JBHT?s=JBHT,https://stockcharts.com/h-sc/ui?s=JBHT,100.76,104.21,96.37,89.73,95.51,96.4
contender,JJSF,J & J Snack Foods Corp.,Consumer Non-Durables,155.98,1.28%,41.02%,Moderate,Risky,TRUE,TRUE,FALSE,FALSE,152.13,https://seekingalpha.com/symbol/JJSF?s=JJSF,https://stockcharts.com/h-sc/ui?s=JJSF,143.01,149.14,149.71,145.42,152.13,150.61
contender,K,Kellogg Company,Consumer Non-Durables,59.4,3.77%,57.44%,Safe,Moderate,TRUE,TRUE,TRUE,TRUE,55.5,https://seekingalpha.com/symbol/K?s=K,https://stockcharts.com/h-sc/ui?s=K,51.28,53.77,53.14,51.44,54.41,55.5
contender,KR,Kroger Company (The),Consumer Services,25,2.24%,14.10%,Moderate,Safe,TRUE,TRUE,TRUE,TRUE,23.52,https://seekingalpha.com/symbol/KR?s=KR,https://stockcharts.com/h-sc/ui?s=KR,26.49,27.91,23.52,19.63,22.11,23.52
contender,KWR,Quaker Chemical Corporation,Basic Industries,223.06,0.66%,32.58%,Risky,Risky,TRUE,TRUE,FALSE,FALSE,199.45,https://seekingalpha.com/symbol/KWR?s=KWR,https://stockcharts.com/h-sc/ui?s=KWR,189.92,199.45,191.01,179.65,189.99,196.51
contender,LARK,Landmark Bancorp Inc.,Finance,24.49,3.27%,31.88%,Safe,Risky,TRUE,TRUE,FALSE,FALSE,23.15,https://seekingalpha.com/symbol/LARK?s=LARK,https://stockcharts.com/h-sc/ui?s=LARK,22.23,23.15,22.27,20.43,21.62,22.79
contender,LAZ,Lazard Ltd.,Finance,39.42,4.46%,42.61%,Risky,Moderate,TRUE,TRUE,FALSE,FALSE,36.33,https://seekingalpha.com/symbol/LAZ?s=LAZ,https://stockcharts.com/h-sc/ui?s=LAZ,32.97,35.2,34.78,32.6,34.37,36.33
contender,LECO,"Lincoln Electric Holdings, Inc.",Technology,87.45,2.15%,37.53%,Risky,Risky,TRUE,TRUE,FALSE,FALSE,84.75,https://seekingalpha.com/symbol/LECO?s=LECO,https://stockcharts.com/h-sc/ui?s=LECO,81.59,84,81.12,77.5,80.69,84.75
contender,LLL,"L3 Technologies, Inc.",Technology,215.41,1.58%,31.84%,Risky,Risky,TRUE,TRUE,FALSE,TRUE,205.9,https://seekingalpha.com/symbol/LLL?s=LLL,https://stockcharts.com/h-sc/ui?s=LLL,188.82,200.29,202.21,195.58,200.97,205.9
contender,LMNR,Limoneira Co,Consumer Non-Durables,22.92,1.31%,67.31%,Risky,Moderate,FALSE,TRUE,FALSE,FALSE,22.7,https://seekingalpha.com/symbol/LMNR?s=LMNR,https://stockcharts.com/h-sc/ui?s=LMNR,21.13,22.27,22.4,20.61,22.07,22.7
contender,LMT,Lockheed Martin Corporation,Capital Goods,328.33,2.68%,46.62%,Risky,Risky,TRUE,TRUE,FALSE,TRUE,296.14,https://seekingalpha.com/symbol/LMT?s=LMT,https://stockcharts.com/h-sc/ui?s=LMT,280.9,295.16,292.53,282.24,291.2,296.14
contender,LNN,Lindsay Corporation,Capital Goods,84.94,1.46%,72.19%,Moderate,Safe,FALSE,FALSE,FALSE,FALSE,82.41,https://seekingalpha.com/symbol/LNN?s=LNN,https://stockcharts.com/h-sc/ui?s=LNN,80.45,86.46,90.82,86.76,91.78,82.41
contender,LNT,Alliant Energy Corporation,Public Utilities,46.98,3.02%,61.19%,Risky,Risky,FALSE,TRUE,FALSE,TRUE,45.72,https://seekingalpha.com/symbol/LNT?s=LNT,https://stockcharts.com/h-sc/ui?s=LNT,42.12,44,45.37,44.26,45.7,45.72
contender,LSTR,"Landstar System, Inc.",Transportation,116.42,0.57%,10.19%,Safe,Risky,TRUE,TRUE,FALSE,FALSE,109.35,https://seekingalpha.com/symbol/LSTR?s=LSTR,https://stockcharts.com/h-sc/ui?s=LSTR,96.77,102.72,104.12,100.35,104.87,109.35
contender,MATW,Matthews International Corporation,Capital Goods,38.39,2.08%,32.49%,Safe,Safe,TRUE,TRUE,TRUE,FALSE,36.22,https://seekingalpha.com/symbol/MATW?s=MATW,https://stockcharts.com/h-sc/ui?s=MATW,31.52,35.65,35.5,32.48,34.71,36.22
contender,MCHP,Microchip Technology Incorporated,Technology,98.41,1.48%,110.23%,Risky,Risky,FALSE,TRUE,FALSE,TRUE,84.11,https://seekingalpha.com/symbol/MCHP?s=MCHP,https://stockcharts.com/h-sc/ui?s=MCHP,74.29,80.58,80.03,74.65,78.8,84.11
contender,MCK,McKesson Corporation,Health Care,117.58,1.33%,NA,Safe,Moderate,FALSE,TRUE,FALSE,TRUE,114.23,https://seekingalpha.com/symbol/MCK?s=MCK,https://stockcharts.com/h-sc/ui?s=MCK,114.23,120.69,110.52,100.71,108.89,111.71
contender,MCO,Moody&#39;s Corporation,Finance,195.56,1.02%,26.11%,Risky,Risky,TRUE,TRUE,FALSE,TRUE,182.67,https://seekingalpha.com/symbol/MCO?s=MCO,https://stockcharts.com/h-sc/ui?s=MCO,152.61,162.87,167.78,162.38,171.74,182.67
contender,MKTX,"MarketAxess Holdings, Inc.",Finance,269.68,0.76%,36.76%,Risky,Risky,TRUE,TRUE,FALSE,FALSE,241.12,https://seekingalpha.com/symbol/MKTX?s=MKTX,https://stockcharts.com/h-sc/ui?s=MKTX,196.08,219.98,222.31,211.81,228.95,241.12
contender,MMP,Magellan Midstream Partners L.P.,Energy,61.36,6.50%,64.94%,Safe,Moderate,FALSE,TRUE,FALSE,FALSE,60.76,https://seekingalpha.com/symbol/MMP?s=MMP,https://stockcharts.com/h-sc/ui?s=MMP,55.18,58.02,59.12,57.33,58.98,60.76
contender,MNRO,"Monro, Inc. ",Consumer Services,81.57,0.98%,32.50%,Risky,Risky,TRUE,TRUE,FALSE,FALSE,78.74,https://seekingalpha.com/symbol/MNRO?s=MNRO,https://stockcharts.com/h-sc/ui?s=MNRO,64.38,70.35,75.01,70.96,78.74,77.95
contender,MSFT,Microsoft Corporation,Technology,129.89,1.42%,39.91%,Risky,Risky,TRUE,TRUE,FALSE,TRUE,118.1,https://seekingalpha.com/symbol/MSFT?s=MSFT,https://stockcharts.com/h-sc/ui?s=MSFT,98.32,105.17,108.8,103.83,110.89,118.1
contender,MSM,"MSC Industrial Direct Company, Inc.",Capital Goods,81.55,3.09%,38.98%,Safe,Moderate,TRUE,TRUE,TRUE,FALSE,81.23,https://seekingalpha.com/symbol/MSM?s=MSM,https://stockcharts.com/h-sc/ui?s=MSM,78.05,81.23,78.63,75.3,79.01,78.44
contender,MXIM,"Maxim Integrated Products, Inc.",Technology,59.53,3.09%,69.57%,Risky,Risky,FALSE,TRUE,FALSE,TRUE,53.64,https://seekingalpha.com/symbol/MXIM?s=MXIM,https://stockcharts.com/h-sc/ui?s=MXIM,52.12,53.27,51.37,49.11,51.14,53.64
contender,NEU,NewMarket Corporation,Basic Industries,417.81,1.68%,34.41%,Risky,Risky,TRUE,TRUE,FALSE,FALSE,411.27,https://seekingalpha.com/symbol/NEU?s=NEU,https://stockcharts.com/h-sc/ui?s=NEU,374.73,406.86,426.33,411.27,422.41,407.43
contender,NHI,"National Health Investors, Inc.",Consumer Services,75.27,5.58%,108.99%,Moderate,Risky,FALSE,TRUE,FALSE,FALSE,74.7,https://seekingalpha.com/symbol/NHI?s=NHI,https://stockcharts.com/h-sc/ui?s=NHI,73.24,75.64,76.5,74.7,76.63,73.62
contender,NJR,NewJersey Resources Corporation,Public Utilities,49.61,2.36%,51.60%,Risky,Risky,TRUE,TRUE,FALSE,FALSE,48.47,https://seekingalpha.com/symbol/NJR?s=NJR,https://stockcharts.com/h-sc/ui?s=NJR,43.36,45.88,48.19,47.16,48.47,48.31
contender,NKE,"Nike, Inc.",Consumer Non-Durables,88.31,1.00%,32.81%,Risky,Risky,TRUE,TRUE,FALSE,TRUE,83.97,https://seekingalpha.com/symbol/NKE?s=NKE,https://stockcharts.com/h-sc/ui?s=NKE,78.75,82.24,80.89,76.86,80.54,83.97
contender,NKSH,"National Bankshares, Inc.",Finance,43.11,2.92%,52.16%,Risky,Risky,TRUE,TRUE,FALSE,FALSE,39.56,https://seekingalpha.com/symbol/NKSH?s=NKSH,https://stockcharts.com/h-sc/ui?s=NKSH,31.73,35.61,38.99,36.26,39.56,39.03
contender,NOC,Northrop Grumman Corporation,Capital Goods,283.13,1.70%,25.42%,Moderate,Risky,TRUE,TRUE,FALSE,TRUE,277.82,https://seekingalpha.com/symbol/NOC?s=NOC,https://stockcharts.com/h-sc/ui?s=NOC,265.67,277.82,263.29,246.69,258.14,264.5
contender,NRIM,Northrim BanCorp Inc,Finance,34.79,3.45%,35.66%,Safe,Moderate,TRUE,TRUE,TRUE,FALSE,33.72,https://seekingalpha.com/symbol/NRIM?s=NRIM,https://stockcharts.com/h-sc/ui?s=NRIM,29.92,33.72,33.23,30.21,32.31,33.22
contender,NUS,"Nu Skin Enterprises, Inc.",Health Care,50.46,2.93%,67.59%,Risky,Safe,FALSE,TRUE,FALSE,FALSE,47.97,https://seekingalpha.com/symbol/NUS?s=NUS,https://stockcharts.com/h-sc/ui?s=NUS,53.42,56.76,44.36,34.33,41.1,47.97
contender,NWBI,"Northwest Bancshares, Inc.",Finance,17.49,4.12%,66.67%,Moderate,Risky,FALSE,TRUE,FALSE,FALSE,17.07,https://seekingalpha.com/symbol/NWBI?s=NWBI,https://stockcharts.com/h-sc/ui?s=NWBI,17.07,17.84,16.3,14.93,15.95,16.77
contender,NWE,NorthWestern Corporation,Public Utilities,69.04,3.33%,56.12%,Safe,Risky,TRUE,TRUE,FALSE,FALSE,68.36,https://seekingalpha.com/symbol/NWE?s=NWE,https://stockcharts.com/h-sc/ui?s=NWE,60.05,64.3,68.01,66.3,68.36,67.38
contender,NWFL,Norwood Financial Corp.,Finance,32.5,2.95%,40.55%,Risky,Moderate,TRUE,TRUE,FALSE,FALSE,30.03,https://seekingalpha.com/symbol/NWFL?s=NWFL,https://stockcharts.com/h-sc/ui?s=NWFL,27.53,29.08,28.8,27.46,29.15,30.03
contender,ODC,Oil-Dri Corporation Of America,Consumer Durables,31.93,3.01%,74.02%,Risky,Moderate,FALSE,TRUE,FALSE,FALSE,30.66,https://seekingalpha.com/symbol/ODC?s=ODC,https://stockcharts.com/h-sc/ui?s=ODC,23.64,26.4,28.07,25.63,28.38,30.66
contender,OGE,OGE Energy Corp,Public Utilities,42.24,3.46%,64.27%,Risky,Risky,FALSE,TRUE,FALSE,FALSE,42.04,https://seekingalpha.com/symbol/OGE?s=OGE,https://stockcharts.com/h-sc/ui?s=OGE,39.15,40.84,41.82,40.96,42.04,40.9
contender,OHI,"Omega Healthcare Investors, Inc.",Consumer Services,36.19,7.29%,188.57%,Risky,Risky,FALSE,TRUE,FALSE,FALSE,35.78,https://seekingalpha.com/symbol/OHI?s=OHI,https://stockcharts.com/h-sc/ui?s=OHI,31.93,33.91,34.72,33.4,35.78,34.64
contender,OKE,"ONEOK, Inc.",Public Utilities,68.73,5.01%,116.73%,Risky,Risky,FALSE,TRUE,FALSE,TRUE,67.97,https://seekingalpha.com/symbol/OKE?s=OKE,https://stockcharts.com/h-sc/ui?s=OKE,60.39,62.33,64.52,62.35,66.1,67.97
contender,OMC,Omnicom Group Inc.,Technology,81.42,3.19%,41.17%,Safe,Risky,TRUE,TRUE,FALSE,TRUE,72.95,https://seekingalpha.com/symbol/OMC?s=OMC,https://stockcharts.com/h-sc/ui?s=OMC,68.4,72.05,72.09,68.76,70.88,72.95
contender,ORCL,Oracle Corporation,Technology,55.41,1.73%,27.54%,Safe,Risky,TRUE,TRUE,FALSE,TRUE,53.33,https://seekingalpha.com/symbol/ORCL?s=ORCL,https://stockcharts.com/h-sc/ui?s=ORCL,48.45,50.29,51,49.65,51.68,53.33
contender,OXY,Occidental Petroleum Corporation,Energy,61.31,5.09%,57.51%,Safe,Safe,TRUE,TRUE,TRUE,TRUE,61.02,https://seekingalpha.com/symbol/OXY?s=OXY,https://stockcharts.com/h-sc/ui?s=OXY,61.02,63.58,62.12,59.57,62.89,59.76
contender,OZK,Bank OZK,Finance,32.37,2.53%,24.54%,Risky,Moderate,TRUE,TRUE,FALSE,FALSE,30.82,https://seekingalpha.com/symbol/OZK?s=OZK,https://stockcharts.com/h-sc/ui?s=OZK,28.85,30.82,27.4,23.95,26.46,29.4
contender,PB,"Prosperity Bancshares, Inc.",Finance,72.58,2.26%,32.32%,Risky,Risky,TRUE,TRUE,FALSE,FALSE,71.94,https://seekingalpha.com/symbol/PB?s=PB,https://stockcharts.com/h-sc/ui?s=PB,69.43,71.94,66.01,60.87,64.96,68.81
contender,PETS,"PetMed Express, Inc.",Health Care,21.98,4.91%,51.74%,Moderate,Safe,TRUE,TRUE,TRUE,FALSE,21.75,https://seekingalpha.com/symbol/PETS?s=PETS,https://stockcharts.com/h-sc/ui?s=PETS,20.45,21.75,20.27,18.7,20.74,21.25
contender,PFG,Principal Financial Group Inc,Finance,57.38,3.76%,39.18%,Moderate,Risky,TRUE,TRUE,FALSE,TRUE,50.68,https://seekingalpha.com/symbol/PFG?s=PFG,https://stockcharts.com/h-sc/ui?s=PFG,43.97,48.31,48.84,46.36,48.27,50.68
contender,PII,Polaris Industries Inc.,Capital Goods,97.45,2.50%,45.80%,Moderate,Risky,TRUE,TRUE,FALSE,FALSE,84.87,https://seekingalpha.com/symbol/PII?s=PII,https://stockcharts.com/h-sc/ui?s=PII,77.46,81.34,78.8,71.63,78.03,84.87
contender,PLOW,"Douglas Dynamics, Inc.",Capital Goods,38.71,2.82%,56.08%,Risky,Moderate,TRUE,TRUE,FALSE,FALSE,37.37,https://seekingalpha.com/symbol/PLOW?s=PLOW,https://stockcharts.com/h-sc/ui?s=PLOW,31.76,36.97,36.54,32.78,35.42,37.37
contender,PM,Philip Morris International Inc,Consumer Non-Durables,84.76,5.38%,88.39%,Risky,Risky,FALSE,TRUE,FALSE,TRUE,82.45,https://seekingalpha.com/symbol/PM?s=PM,https://stockcharts.com/h-sc/ui?s=PM,70.86,78.9,85.95,82.24,85.31,82.45
contender,POR,Portland General Electric Company,Public Utilities,52.12,2.78%,60.23%,Risky,Risky,FALSE,TRUE,FALSE,FALSE,50.13,https://seekingalpha.com/symbol/POR?s=POR,https://stockcharts.com/h-sc/ui?s=POR,45.81,47.98,49.65,48.41,50.13,49.79
contender,PPL,PPL Corporation,Public Utilities,30.78,5.36%,63.57%,Moderate,Risky,FALSE,TRUE,FALSE,TRUE,30.68,https://seekingalpha.com/symbol/PPL?s=PPL,https://stockcharts.com/h-sc/ui?s=PPL,29.54,30.85,31.46,30.6,31.17,30.68
contender,PRGO,Perrigo Company,Health Care,50.97,1.49%,80.00%,Risky,Moderate,FALSE,TRUE,FALSE,TRUE,47.17,https://seekingalpha.com/symbol/PRGO?s=PRGO,https://stockcharts.com/h-sc/ui?s=PRGO,41.75,45.23,45.04,42.2,45.18,47.17
contender,PRI,"Primerica, Inc.",Finance,127.67,1.07%,13.64%,Risky,Risky,TRUE,TRUE,FALSE,FALSE,123.42,https://seekingalpha.com/symbol/PRI?s=PRI,https://stockcharts.com/h-sc/ui?s=PRI,107.32,116.18,116.75,110.26,116.2,123.42
contender,PRU,"Prudential Financial, Inc.",Finance,103.89,3.85%,37.89%,Risky,Risky,TRUE,TRUE,FALSE,TRUE,92.64,https://seekingalpha.com/symbol/PRU?s=PRU,https://stockcharts.com/h-sc/ui?s=PRU,85.76,90.8,89.27,84.04,87.96,92.64
contender,QCOM,QUALCOMM Incorporated,Technology,86.64,2.86%,151.88%,Risky,Risky,FALSE,TRUE,FALSE,TRUE,55.79,https://seekingalpha.com/symbol/QCOM?s=QCOM,https://stockcharts.com/h-sc/ui?s=QCOM,47.68,50.54,53.03,50.79,53.91,55.79
contender,R,"Ryder System, Inc.",Consumer Services,64.89,3.33%,40.69%,Risky,Risky,TRUE,TRUE,FALSE,FALSE,62.33,https://seekingalpha.com/symbol/R?s=R,https://stockcharts.com/h-sc/ui?s=R,52.97,57.56,57.7,55.36,58.67,62.33
contender,RBA,Ritchie Bros. Auctioneers Incorporated,Miscellaneous,34.48,2.09%,63.06%,Risky,Risky,FALSE,TRUE,FALSE,FALSE,33.64,https://seekingalpha.com/symbol/RBA?s=RBA,https://stockcharts.com/h-sc/ui?s=RBA,34.85,36.17,32.93,30.49,32.25,33.64
contender,RBC,Regal Beloit Corporation,Consumer Durables,83.25,1.35%,20.91%,Risky,Risky,TRUE,TRUE,FALSE,FALSE,82.04,https://seekingalpha.com/symbol/RBC?s=RBC,https://stockcharts.com/h-sc/ui?s=RBC,72.55,78.16,78.93,76.04,78.95,82.04
contender,RBCAA,"Republic Bancorp, Inc.",Finance,46.37,2.29%,25.88%,Risky,Risky,TRUE,TRUE,FALSE,FALSE,43.68,https://seekingalpha.com/symbol/RBCAA?s=RBCAA,https://stockcharts.com/h-sc/ui?s=RBCAA,38.25,41.75,40.3,38.53,41.63,43.68
contender,RGA,"Reinsurance Group of America, Incorporated",Finance,150.41,1.60%,20.00%,Moderate,Risky,TRUE,TRUE,FALSE,FALSE,142.6,https://seekingalpha.com/symbol/RGA?s=RGA,https://stockcharts.com/h-sc/ui?s=RGA,138.89,141.69,139.83,135.45,138.72,142.6
contender,RGCO,RGC Resources Inc.,Public Utilities,27.74,2.38%,63.92%,Risky,Risky,FALSE,TRUE,FALSE,FALSE,26.55,https://seekingalpha.com/symbol/RGCO?s=RGCO,https://stockcharts.com/h-sc/ui?s=RGCO,25.55,26.55,26.5,25.34,25.92,25.63
contender,RGLD,"Royal Gold, Inc.",Basic Industries,88.62,1.20%,NA,Risky,Risky,FALSE,TRUE,FALSE,FALSE,86.57,https://seekingalpha.com/symbol/RGLD?s=RGLD,https://stockcharts.com/h-sc/ui?s=RGLD,81.47,84.94,86.17,82.21,86.57,86.14
contender,RHI,Robert Half International Inc.,Technology,62.45,1.99%,31.37%,Risky,Moderate,TRUE,TRUE,FALSE,TRUE,62.15,https://seekingalpha.com/symbol/RHI?s=RHI,https://stockcharts.com/h-sc/ui?s=RHI,59.85,64.02,62.15,58.58,61.87,61.7
contender,RNR,RenaissanceRe Holdings Ltd.,Finance,152.7,0.89%,26.88%,Risky,Risky,TRUE,TRUE,FALSE,FALSE,142.29,https://seekingalpha.com/symbol/RNR?s=RNR,https://stockcharts.com/h-sc/ui?s=RNR,133.92,140.48,141,137.19,140.34,142.29
contender,ROIC,Retail Opportunity Investments Corp.,Consumer Services,17.62,4.48%,205.26%,Safe,Risky,FALSE,TRUE,FALSE,FALSE,16.85,https://seekingalpha.com/symbol/ROIC?s=ROIC,https://stockcharts.com/h-sc/ui?s=ROIC,16.26,16.72,16.68,16.35,16.85,16.62
contender,ROL,"Rollins, Inc.",Finance,39.1,1.07%,52.58%,Risky,Risky,TRUE,TRUE,FALSE,TRUE,38.77,https://seekingalpha.com/symbol/ROL?s=ROL,https://stockcharts.com/h-sc/ui?s=ROL,35.36,37.51,39.47,38.59,40.11,38.77
contender,RSG,"Republic Services, Inc.",Public Utilities,80.55,1.86%,45.57%,Risky,Risky,TRUE,TRUE,FALSE,TRUE,78.15,https://seekingalpha.com/symbol/RSG?s=RSG,https://stockcharts.com/h-sc/ui?s=RSG,73.82,76.12,77.44,75.91,78.15,76.13
contender,RTN,Raytheon Company,Capital Goods,177.43,2.12%,34.19%,Risky,Risky,TRUE,TRUE,FALSE,TRUE,177.1,https://seekingalpha.com/symbol/RTN?s=RTN,https://stockcharts.com/h-sc/ui?s=RTN,157.1,171.8,177.1,171.77,176.93,174.22
contender,SBSI,"Southside Bancshares, Inc.",Finance,34.83,3.45%,55.92%,Risky,Risky,TRUE,TRUE,FALSE,FALSE,33.21,https://seekingalpha.com/symbol/SBSI?s=SBSI,https://stockcharts.com/h-sc/ui?s=SBSI,30.85,32.78,31.29,29.4,31.32,33.21
contender,SJI,"South Jersey Industries, Inc.",Public Utilities,32.12,3.58%,536.90%,Risky,Risky,FALSE,TRUE,FALSE,FALSE,30.85,https://seekingalpha.com/symbol/SJI?s=SJI,https://stockcharts.com/h-sc/ui?s=SJI,26.36,27.65,28.74,27.4,29.73,30.85
contender,SJM,J.M. Smucker Company (The),Consumer Non-Durables,122.79,2.77%,59.06%,Risky,Risky,TRUE,TRUE,FALSE,TRUE,114.97,https://seekingalpha.com/symbol/SJM?s=SJM,https://stockcharts.com/h-sc/ui?s=SJM,95.16,100.53,101.05,95.72,106.11,114.97
contender,SLGN,Silgan Holdings Inc.,Consumer Durables,29.94,1.47%,19.90%,Moderate,Risky,TRUE,TRUE,FALSE,FALSE,29.48,https://seekingalpha.com/symbol/SLGN?s=SLGN,https://stockcharts.com/h-sc/ui?s=SLGN,26.06,27.18,27.31,26.48,28.05,29.48
contender,SMP,"Standard Motor Products, Inc.",Capital Goods,51.68,1.78%,33.87%,Risky,Risky,TRUE,TRUE,FALSE,FALSE,48.67,https://seekingalpha.com/symbol/SMP?s=SMP,https://stockcharts.com/h-sc/ui?s=SMP,41.89,45.59,47.32,45.84,47.47,48.67
contender,SO,Southern Company (The),Public Utilities,52.54,4.57%,109.68%,Moderate,Risky,FALSE,TRUE,FALSE,TRUE,50.89,https://seekingalpha.com/symbol/SO?s=SO,https://stockcharts.com/h-sc/ui?s=SO,46.62,48.15,49.35,47.93,49.8,50.89
contender,SPG,"Simon Property Group, Inc.",Consumer Services,178.61,4.59%,100.38%,Moderate,Risky,FALSE,TRUE,FALSE,TRUE,176.36,https://seekingalpha.com/symbol/SPG?s=SPG,https://stockcharts.com/h-sc/ui?s=SPG,171.56,176.36,172.02,167.48,174.85,171.95
contender,SR,Spire Inc.,Public Utilities,82.81,2.86%,69.94%,Risky,Risky,FALSE,TRUE,FALSE,FALSE,80.53,https://seekingalpha.com/symbol/SR?s=SR,https://stockcharts.com/h-sc/ui?s=SR,72,75.66,78.56,76.66,79.47,80.53
